product_name,primary_category,sugars_100g,proteins_100g,fat_100g,fiber_100g,nutriscore_grade
Blueberry Truffle,Candy & Chocolate,40.0,6.6666666666667,20.0,3.3333333333333,e
Vital Biscuit au son avoine et noix de coco,Candy & Chocolate,27.586206896552,6.8965517241379,27.586206896552,2.0,e
"Almond Oatmeal, Vital Cookies.",Candy & Chocolate,27.586206896552,6.8965517241379,24.137931034483,2.0,d
Biscuits Vital au son d'avoine et canneberges,Candy & Chocolate,34.4827586206897,6.89655172413793,20.6896551724138,10.3448275862069,d
Biscuits au son d'avoine chocolat noir,Candy & Chocolate,27.586206896552,6.8965517241379,24.137931034483,6.8965517241379,e
Biscuits Vital (chocolat 70%),Candy & Chocolate,27.5862,6.8966,24.1379,3.0,e
Milk Chocolate Mini Celebration Butter Cookies,Candy & Chocolate,30.7692307692308,7.69230769230769,15.3846153846154,3.84615384615385,e
Biscuits Tradition 1905 (thé Social),Candy & Chocolate,25.0,5.0,15.0,0.0,d
Biscuits Praeventia (chocolat),Candy & Chocolate,23.333333333333,6.6666666666667,20.0,13.0,d
Cookie Choco Belgian,Candy & Chocolate,34.48275862069,3.448275862069,24.137931034483,3.448275862069,e
Cookie choco duo,Candy & Chocolate,36.0,4.0,25.0,4.0,e
Leclerc Célébration,Candy & Chocolate,33.3333333333333,6.06060606060606,30.3030303030303,3.03030303030303,e
Milk Chocolate Butter Cookie,Candy & Chocolate,36.6666666666667,6.66666666666667,20.0,3.33333333333333,e
"45% Dk Chocolate, Celebration Butter Cookies",Candy & Chocolate,10.0,2.0,7.0,1.0,c
Célébration Brisures de chocolat,Candy & Chocolate,33.3333333333333,6.06060606060606,27.2727272727273,,e
Celebration cafe au lait,Candy & Chocolate,48.1481481481481,3.7037037037037,29.6296296296296,0.0,e
Celebration,Candy & Chocolate,48.1481481481481,3.7037037037037,29.6296296296296,,e
"Oatmeal, Celebration Cookies",Candy & Chocolate,33.3333333333333,4.16666666666667,25.0,4.16666666666667,e
70% Dk Chocolate topped Butter Cookies.,Candy & Chocolate,23.3333333333333,6.66666666666667,23.3333333333333,6.66666666666667,e
Biscuits bâtonnets - Chocolat au lait - Célébration,Candy & Chocolate,36.6666666666667,6.66666666666667,26.6666666666667,3.33333333333333,e
Chewy Granola Bars,Candy & Chocolate,28.0,8.0,8.0,4.0,d
"Mini Cookies, Chocolate",Candy & Chocolate,38.4615384615385,3.84615384615385,26.9230769230769,3.84615384615385,e
Biscuits aux brisures de chocolat,Candy & Chocolate,36.0,4.0,28.0,1.0,e
Biscuits aux brisures de chocolat,Candy & Chocolate,37.5,4.17,25.0,,e
Muffin max,Candy & Chocolate,29.72972972973,2.7027027027027,13.513513513514,,d
Granola Bars Pretzel & Almond,Candy & Chocolate,28.5714285714286,5.71428571428571,14.2857142857143,2.85714285714286,e
Choco max dark chocolate noir et caramel,Candy & Chocolate,65.625,3.125,15.625,1.0,e
Cookies & Creme Nügabar,Candy & Chocolate,51.4285714285714,2.85714285714286,14.2857142857143,2.85714285714286,e
Nanaimo Flavour Nügabars,Candy & Chocolate,51.4285714285714,2.85714285714286,14.2857142857143,2.85714285714286,e
Choco max granola,Candy & Chocolate,40.0,5.7143,17.1429,,e
Vital Chocolat duo,Candy & Chocolate,17.8571,7.1429,10.7143,,d
"Strawberry, Fruit & Oat bars, Individually wrapped.",Candy & Chocolate,35.7142857142857,3.57142857142857,7.14285714285714,7.14285714285714,c
Banana Strawberry Fruit & Oat Bars,Candy & Chocolate,35.714285714286,3.5714285714286,7.1428571428571,,d
Fruit & oat bars,Candy & Chocolate,32.142857142857,3.5714285714286,7.1428571428571,7.1428571428571,unknown
"Brownies, Energy Ball in a bar",Candy & Chocolate,32.1428571428571,7.14285714285714,14.2857142857143,7.14285714285714,d
"Roast Banana, Energy Ball in a bar",Candy & Chocolate,32.1428571428571,7.14285714285714,12.5,7.14285714285714,d
Outrageous Oat Bars,Candy & Chocolate,18.75,6.25,10.9375,6.25,d
"Milk Chocolate Celebration Butter Cookies, Individually wrapped portion.",Candy & Chocolate,36.6666666666667,6.66666666666667,20.0,3.33333333333333,e
Butter Cookies Caramel Truffle with Real Milk Chocolate,Baked Goods & Biscuits,46.6666666666667,3.33333333,23.33333333,3.33333333333333,e
Cookies & Creme Nügabar,Candy & Chocolate,51.4285714285714,2.85714285714286,14.2857142857143,2.85714285714286,e
Nanaimo Flavour Nügabar,Candy & Chocolate,51.4285714285714,2.85714285714286,14.2857142857143,2.85714285714286,e
Barre gruau gâteau aux carottes,Candy & Chocolate,17.142857142857,5.7142857142857,10.0,8.5714285714286,c
CELEBRATION MINI CHOCOLATE CHIP,Candy & Chocolate,38.4615384615385,0.0,26.9230769230769,3.84615384615385,e
70% Chocolate chips & Banana Mini Cookies,Candy & Chocolate,26.666666666667,6.6666666666667,20.0,,e
Biscuit leclerc,Candy & Chocolate,24.444444444444,6.6666666666667,15.555555555556,4.4444444444444,e
Go Pure Carrot Cake,Candy & Chocolate,17.1428571428571,5.71428571428571,10.0,8.57142857142857,c
"Brownies, Barres Gruau cuties auto four",Candy & Chocolate,20.0,5.71428571428571,11.4285714285714,8.57142857142857,c
Oatmeal bars,Candy & Chocolate,20.0,5.7142857142857,11.428571428571,8.5714285714286,c
Banana Chocolate-Chip Oatmeal Bars,Candy & Chocolate,20.0,5.71428571428571,11.4285714285714,5.71428571428571,d
Muffin Max,Candy & Chocolate,24.324324324324,5.4054054054054,18.918918918919,2.0,e
Choco max,Candy & Chocolate,34.38,6.25,18.75,,e
Celebration,Candy & Chocolate,40.0,6.6666666666667,23.333333333333,0.0,e
Céréales All Bran (original),Cereals & Granola,19.4444444444444,13.8888888888889,4.16666666666667,33.3333333333333,d
Céréales Müslix (croustade Aux Pommes),Cereals & Granola,18.8679245283019,9.43396226415094,7.54716981132075,11.3207547169811,c
Almond Raisin Müslix,Cereals & Granola,24.2857142857143,8.57142857142857,3.57142857142857,10.0,c
Barre énergetique Vector,Protein & Sport,19.0,9.0,7.0,,not-applicable
VECTOR,Cereals & Granola,18.1818181818182,10.1818181818182,4.36363636363636,6.36363636363636,c
VECTOR,Cereals & Granola,18.2,10.2,4.36,6.36,c
Special K Red Berries,Cereals & Granola,21.9512,7.3171,1.2195,,d
Special k cookies and cream,Candy & Chocolate,7.0,1.0,2.0,1.0,c
Barres crocantes saveur de biscuits et crème,Candy & Chocolate,7.0,1.0,1.0,,c
Krave Céréale Chocolat Familial,Cereals & Granola,37.931,6.8966,10.3448,6.8966,d
Special K Originales,Cereals & Granola,12.5,18.75,1.5625,,unknown
Special K Originales,Cereals & Granola,12.5,18.75,1.5625,,d
Original Eggo Waffles,Candy & Chocolate,5.71428571428571,5.71428571428571,7.14285714285714,1.42857142857143,c
Protein Bars - Peanut Bar Chocolate,Candy & Chocolate,31.111111111111,22.222222222222,13.333333333333,8.8888888888889,e
Special K protein,Protein & Sport,31.0,22.0,13.0,5.0,not-applicable
Two Scoops Raisin Bran,Cereals & Granola,25.4545454545455,9.09090909090909,1.81818181818182,12.7272727272727,d
Two Scoops Raisin Bran,Cereals & Granola,25.45,7.3,1.8,,d
Raisin Bran,Cereals & Granola,25.454545454545,7.2727272727273,1.8181818181818,6.0,d
Corn Flakes Céréales,Cereals & Granola,5.33,8.18,1.64,4.37,c
Flocons de maïs (Corn flakes),Cereals & Granola,10.34,6.9,0.0,0.0,d
Frosted flakes cereal,Cereals & Granola,35.714285714286,7.1428571428571,0.0,0.0,e
Frosted Flakes,Cereals & Granola,36.8421052631579,5.26315789473684,0.0,2.63157894736842,e
Frosted Flakes,Cereals & Granola,36.8421052631579,5.26315789473684,0.0,2.63157894736842,e
Rice Krispies,Cereals & Granola,10.7143,7.1429,0.0,,d
Frosted Flakes,Cereals & Granola,36.8421052631579,5.26315789473684,0.0,2.63157894736842,e
Vanilla Almond Cereal,Cereals & Granola,27.5862,6.8966,3.4483,2.0,d
"Kellogg's All-bran Multi-grain Crunch Cereal, 305G",Cereals & Granola,8.0,3.0,1.5,6.0,a
Original,Chips & Savoury Snacks,2.0,4.0,32.0,2.0,e
Sour Cream And Onion,Chips & Savoury Snacks,2.0,4.0,32.0,2.0,e
Pringles BBQ,Chips & Savoury Snacks,4.0,4.0,30.0,2.0,e
Pringles Cheddar Cheese,Chips & Savoury Snacks,2.0,4.0,32.0,2.0,e
SALT & VINEGAR,Chips & Savoury Snacks,3.57142857142857,3.57142857142857,32.1428571428571,3.57142857142857,not-applicable
Pizza Flavour Potato Chips,Chips & Savoury Snacks,4.0,4.0,32.0,2.0,e
Pringles original reduced fat,Chips & Savoury Snacks,0.0,4.0,25.0,,d
Kelloggs Special K DRK Choc Almnd Bar,Candy & Chocolate,21.212121212121,12.121212121212,30.30303030303,9.0909090909091,d
"Special K Nourish Apple, Raspberries & Almonds",Cereals & Granola,18.518518518519,9.2592592592593,4.6296296296296,,d
"Kellogg's Special K Nourish Coconut, Cranberries",Cereals & Granola,20.0,9.09,7.27,7.27,c
Nourish Pop Granola W / Quinoa Dark Choc Coconut,Cereals & Granola,18.0,10.0,12.0,,d
Nourish Popped Granola W / Quinoa Mixed Berries,Cereals & Granola,17.241379310345,10.344827586207,7.7586206896552,,d
buffalo ranch,Chips & Savoury Snacks,2.0,4.0,30.0,2.0,e
Pringles au Ketchup,Chips & Savoury Snacks,4.0,4.0,30.0,2.0,e
Pringles BBQ,Chips & Savoury Snacks,4.4118,4.4118,30.8824,,e
Original Mini-Wheats!,Cereals & Granola,20.0,9.09090909090909,1.81818181818182,10.9090909090909,b
Froot Loops,Cereals & Granola,35.8974358974359,5.12820512820513,3.84615384615385,7.69230769230769,d
Corn Pops!  Céréale,Cereals & Granola,32.0,4.0,0.0,8.0,d
Frosted flakes,Cereals & Granola,35.7142857142857,7.14285714285714,0.0,0.0,e
Rice Krispies,Cereals & Granola,36.0,5.0,4.0,,d
Corn Flakes,Cereals & Granola,10.3448275862069,6.89655172413793,0.0,0.0,d
All Bran flakes,Cereals & Granola,14.705882352941,11.764705882353,2.9411764705882,14.705882352941,d
Vector protein peanu,Candy & Chocolate,20.0,25.0,20.0,6.59641170255308,d
Vector protein,Candy & Chocolate,20.0,25.0,20.0,10.0,d
Pringles original,Chips & Savoury Snacks,0.0,1.0,6.0,,c
Special K Protéines,Candy & Chocolate,25.0,25.0,19.444444444444,4.0,e
Original Potato Chips,Chips & Savoury Snacks,2.0,4.0,32.0,2.0,e
SOUR CREAM & ONION FLAVOUR,Chips & Savoury Snacks,2.0,4.0,32.0,2.0,e
Pringles BBQ,Chips & Savoury Snacks,3.5714285714286,3.5714285714286,32.142857142857,,e
Corn flakes,Cereals & Granola,10.344799633684,6.8965994078538,0.0,,d
Kellog's Vector Proteins,Candy & Chocolate,20.0,25.0,20.0,6.59641170255308,d
Eggo mickey mouse original,Candy & Chocolate,2.8571,5.7143,8.5714,,c
Club Crackers,Chips & Savoury Snacks,12.9,6.45,19.35,1.0,e
Town House Original Crackers,Chips & Savoury Snacks,10.0,5.0,30.0,0.0,e
Pretzel,Chips & Savoury Snacks,5.0,5.0,22.5,0.0,e
"Croustillants Pain Plat - fines herbes italiennes; Flatbread crisps, Italian herb",Chips & Savoury Snacks,6.0,6.0,13.0,,c
Chocolatey Frosted Flakes,Cereals & Granola,35.7142857142857,7.14285714285714,3.57142857142857,0.0,e
Special K,Cereals & Granola,16.0,25.0,6.25,,e
Special k Strawberry Flavour crisps,Candy & Chocolate,28.0,4.0,8.0,4.0,d
Pringles rondelle d oignon,Chips & Savoury Snacks,3.57142857142857,3.57142857142857,32.1428571428571,3.57142857142857,e
Krave,Cereals & Granola,37.2093023255814,6.97674418604651,11.6279069767442,4.65116279069767,e
Frosted Chocolate Fudge Flavour Pastries,Candy & Chocolate,37.5,4.16666666666667,9.375,2.08333333333333,e
Pop tarts,Candy & Chocolate,36.458333333333,5.2083333333333,9.375,1.0416666666667,e
Frosted Strawberry Flavour Pastries,Candy & Chocolate,32.2916666666667,4.16666666666667,8.33333333333333,1.04166666666667,e
Mini-Wheats unfrosted cocoa,Cereals & Granola,16.6666666666667,9.25925925925926,1.85185185185185,11.1111111111111,b
Pringles groovz,Chips & Savoury Snacks,3.5714,3.5714,32.1429,,e
Cheez-its,Chips & Savoury Snacks,0.0,10.0,26.6666666666667,3.33333333333333,d
Special K Baies Rouges,Cereals & Granola,21.951219512195,7.3170731707317,1.219512195122,,d
Apple Jacks,Cereals & Granola,35.8974358974359,5.12820512820513,3.84615384615385,7.69230769230769,d
Cheez it crunch,Candy & Chocolate,3.33333333333333,6.66666666666667,20.0,3.33333333333333,e
VECTOR HIGH PROTEIN MAPLE,Cereals & Granola,27.2727272727273,22.7272727272727,2.27272727272727,6.81818181818182,d
Bleuets entiers,Cereals & Granola,27.907,6.9767,1.1628,,d
Corn Pops Caramel,Cereals & Granola,31.25,3.125,0.0,1.2,e
Blueberry Mini Wheats!,Cereals & Granola,20.0,9.09090909090909,1.81818181818182,10.9090909090909,b
Cheez-It,Candy & Chocolate,0.0,10.0,26.666666666667,3.3333333333333,d
Eggo Thick & Fluffy Belgian Style Original,Candy & Chocolate,10.9090909090909,3.63636363636364,12.7272727272727,1.81818181818182,d
Cinnamon Brown Sugar Flavour,Candy & Chocolate,18.1818181818182,3.63636363636364,10.9090909090909,1.81818181818182,d
Mini Wheats,Cereals & Granola,20.0,9.09090909090909,1.81818181818182,10.9090909090909,b
MINI-WHEATS!,Cereals & Granola,20.0,9.09090909090909,1.81818181818182,10.9090909090909,b
Froot Loops,Cereals & Granola,35.8974358974359,5.12820512820513,3.84615384615385,7.69230769230769,d
Raisin bran,Cereals & Granola,25.454545454545,9.0909090909091,1.8181818181818,12.727272727273,d
Krave,Cereals & Granola,37.2093023255814,6.97674418604651,11.6279069767442,4.65116279069767,e
All Bran Flakes,Cereals & Granola,14.705882352941,11.764705882353,2.9411764705882,14.705882352941,d
Pringles Hot Ones,Chips & Savoury Snacks,2.0,4.0,30.0,2.0,e
Corn flakes,Cereals & Granola,10.3448275862069,6.89655172413793,0.0,3.44827586206897,d
Rice Krispies,Cereals & Granola,10.7142857142857,7.14285714285714,0.0,0.0,d
Frosted flakes,Cereals & Granola,36.842105263158,5.2631578947368,0.0,2.6315789473684,e
Special K Original,Cereals & Granola,12.5,18.75,1.5625,0.0,d
Rice Krispies,Cereals & Granola,10.7142857142857,7.14285714285714,0.0,0.0,d
Kelloggs corn flakes,Cereals & Granola,10.3,6.9,0.0,3.45172413793103,unknown
Frosted flakes érable et cannelle,Cereals & Granola,35.897435897436,5.1282051282051,2.5641025641026,,e
Cinnabon Sweet & Crunch Cinnamon Roll Cereal,Cereals & Granola,41.9354838709677,6.45161290322581,6.45161290322581,3.2258064516129,e
Scorchin' BBQ Flavor,Chips & Savoury Snacks,4.0,4.0,30.0,2.0,e
Pringles,Chips & Savoury Snacks,4.0,4.0,30.0,2.0,e
Ranch Pringles,Chips & Savoury Snacks,2.0,4.0,32.0,2.0,e
Brownie Flavour Krave,Cereals & Granola,37.2093023255814,6.97674418604651,11.6279069767442,6.97674418604651,d
Vector,Cereals & Granola,18.1818181818182,10.1818181818182,4.36363636363636,6.36363636363636,c
Special K Red Berries,Cereals & Granola,21.9512195121951,7.31707317073171,1.21951219512195,7.31707317073171,d
Oat Crunch Honey,Cereals & Granola,26.8,7.14,1.79,8.92948717948718,d
Froot Loops with Marshmallows,Cereals & Granola,43.5897435897436,5.12820512820513,2.56410256410256,5.12820512820513,e
Mini-Wheats! Low Sugar Lightly Frosted Original,Cereals & Granola,9.25925925925926,11.1111111111111,1.85185185185185,12.962962962963,a
Pringles Chili et Lime,Chips & Savoury Snacks,2.0,4.0,32.0,2.0,e
Graham Crackers,Chips & Savoury Snacks,28.5714285714286,7.14285714285714,14.2857142857143,3.57142857142857,e
Maple Raisin Nut Flavour Müslix,Cereals & Granola,22.6666666666667,8.0,4.0,10.6666666666667,c
Corn flakes,Cereals & Granola,11.111111111111,7.4074074074074,0.0,3.7037037037037,d
Rice Krispies,Cereals & Granola,9.5238095238095,4.7619047619048,0.0,,d
VECTOR,Cereals & Granola,18.2,10.2,4.36,6.36,c
Eggo Blueberry Flavour,Candy & Chocolate,7.14285714285714,4.28571428571429,8.57142857142857,1.42857142857143,d
Eggo,Candy & Chocolate,8.571,5.7142857143,8.5714285714,1.429,d
Cinnamon Toast Waffles,Baked Goods & Biscuits,18.5714285714286,4.28571428571429,10.0,1.42857142857143,d
Eggo original,Candy & Chocolate,5.7142857142857,5.7142857142857,7.1428571428571,1.4285714285714,d
Gauffre eggo,Candy & Chocolate,2.0,4.0,6.0,,b
Original,Candy & Chocolate,5.71428571428571,5.71428571428571,7.14285714285714,1.42857142857143,c
Tartelettes au chocolat,Candy & Chocolate,38.0,6.0,10.0,,e
Pop-Tarts Glacées aux Bleuets,Candy & Chocolate,32.0,4.0,10.0,,e
Tartelettes Pour Grille-pain Pop-tarts (glacées Aux Fraises ),Candy & Chocolate,36.6256428581018,4.99065876410558,2.28175005545983,3.53255113454965,d
Pop Tarts Raspberry Flavour,Candy & Chocolate,32.0,4.0,10.0,,d
All Bran Buds,Cereals & Granola,26.6666666666667,10.0,3.33333333333333,36.6666666666667,d
Barres De Céréales Nutri-grain (fruits Des Champs),Candy & Chocolate,35.135135135135,5.4054054054054,9.4594594594595,2.7027027027027,d
Nutrigrain,Candy & Chocolate,35.1351351351351,5.40540540540541,9.45945945945946,5.40540540540541,d
Barres De Céréales Nutri-grain (bleuets),Candy & Chocolate,37.837837837838,5.4054054054054,9.4594594594595,,e
Nutri-grain fraise,Candy & Chocolate,35.1351351351351,5.40540540540541,8.10810810810811,5.40540540540541,d
Nutri Grain Raspberry,Candy & Chocolate,37.837837837838,5.4054054054054,9.4594594594595,2.7027027027027,e
Céréales Spécial K (fruits & Yogourt),Cereals & Granola,31.818181818182,6.8181818181818,3.4090909090909,9.0909090909091,d
Crispix Delicious Toasted Rice And Crunchy Corn Cereal,Cereals & Granola,25.6666666666667,5.33333333333333,1.0,1.66666666666667,d
Barres De Céréales Rice Krispies (original),Candy & Chocolate,36.3636363636364,4.54545454545455,9.09090909090909,1.0077328125,d
Corn Pops,Cereals & Granola,31.25,3.125,0.0,9.375,d
Froot Loops,Cereals & Granola,25.0,8.0,3.5,3.5,d
Froot Loops Kelloggs,Cereals & Granola,35.9,5.13,3.85,7.69,d
Barres croquantes aux fruits,Candy & Chocolate,28.0,4.0,8.0,4.0,d
Fruit Crisps,Candy & Chocolate,28.0,4.0,8.0,4.0,d
Rice crispees,Candy & Chocolate,36.363636363636,4.5454545454545,9.0909090909091,0.0,e
Mini wheats,Cereals & Granola,20.0,9.09090909090909,1.81818181818182,10.9090909090909,b
Gluten-Free Brown Rice Rice Krispies,Cereals & Granola,3.125,9.375,3.125,3.125,d
Special K Vanille et amandes,Cereals & Granola,27.5,6.8,3.4,4.03845681818182,d
Céréales rice krispies,Cereals & Granola,10.714285714286,7.1428571428571,0.0,0.0,d
Mini Wheats,Cereals & Granola,20.0,9.09090909090909,1.81818181818182,10.9090909090909,b
Céréales Mini-wheats originale,Cereals & Granola,20.37,9.25,1.85,11.11,c
Mini-wheats,Cereals & Granola,24.0,10.0,2.0,6.0,c
Brown Sugar Flavour Mini-Wheats,Cereals & Granola,20.0,9.09090909090909,1.81818181818182,10.9090909090909,b
Corn flakes cereal,Cereals & Granola,10.3,6.9,0.0,0.0,c
Céréales Rice Krispies,Cereals & Granola,10.714285714286,7.1428571428571,0.0,,d
Froot loops,Cereals & Granola,35.8974358974359,5.12820512820513,3.84615384615385,7.69230769230769,d
Froot Loops,Cereals & Granola,92.0447074293228,13.1492439184747,9.86193293885603,19.723865877712,e
All Bran Flakes,Cereals & Granola,14.7058823529412,11.7647058823529,2.94117647058824,14.7058823529412,d
barres croquantes au chocolat Spécial K,Candy & Chocolate,28.0,4.0,8.0,4.0,d
Céréales Au Chocolat Krave,Cereals & Granola,37.2093023255814,6.97674418604651,11.6279069767442,4.65116279069767,e
Kelloyy’s Granola pauvre en gras,Cereals & Granola,18.518518518519,11.111111111111,5.5555555555556,5.0,c
Original Rice Krispie Square,Candy & Chocolate,35.4838709677419,3.2258064516129,9.67741935483871,0.0,e
Mini wheats,Cereals & Granola,20.0,9.0909,1.8182,6.0,c
Céréales Mini-wheats (originales),Cereals & Granola,20.0,10.0,0.0,6.0,c
Special K red berries,Cereals & Granola,21.9512195121951,7.31707317073171,1.21951219512195,7.31707317073171,d
Allbran,Cereals & Granola,14.705882352941,11.764705882353,2.9411764705882,5.0,d
Corn Pops!,Cereals & Granola,31.25,3.125,0.0,9.375,d
Céréales Just Right,Cereals & Granola,17.391304347826,8.695652173913,5.4347826086957,,d
Céréale Rice Krispies,Cereals & Granola,10.7142857142857,7.14285714285714,0.0,0.0,e
rice krispkies,Cereals & Granola,31.25,6.25,0.0,0.0,d
Céréale Mini-wheats (framboise),Cereals & Granola,18.1818,9.0909,1.8182,6.0,c
Special K Vanilla Almond Mega Jumbo,Cereals & Granola,27.5862068965517,6.89655172413793,3.44827586206897,6.89655172413793,d
Pringles nature,Chips & Savoury Snacks,0.0,3.125,18.75,0.0,d
Double Chocolatey Chunk Rice Krispie Square,Candy & Chocolate,38.8235294117647,3.52941176470588,18.8235294117647,2.35294117647059,e
Céréales Special k Protéines,Cereals & Granola,18.0,20.0,7.0,7.36275796030405,a
Vector,Cereals & Granola,40.0,23.6363636363636,5.27272727272727,6.0,a
Caramel Popcorn with Peanuts,Chips & Savoury Snacks,42.4242424242424,6.06060606060606,18.1818181818182,4.04040404040404,e
Buttery Toffee Popcorn with Peanuts,Candy & Chocolate,40.4040404040404,5.05050505050505,16.1616161616162,3.03030303030303,e
Toasted Wheat Cereal,Cereals & Granola,0.0,10.0,2.5,15.0,a
Hot wheat cereal,Cereals & Granola,1.0,2.5,0.5,10.4,a
Instant Maple Oatmeal,Cereals & Granola,0.0,5.0,2.5,4.0,a
Raisin Bran,Cereals & Granola,25.4545454545455,9.09090909090909,1.81818181818182,12.7272727272727,unknown
Hummus de chocolate,Candy & Chocolate,17.857142857143,7.1428571428571,5.3571428571429,,d
Peanuts arachides,Nuts & Seeds,4.0,28.0,50.0,,d
Noix de cajou salé,Nuts & Seeds,6.66666666666667,21.6666666666667,41.6666666666667,8.33333333333333,c
Arachides,Nuts & Seeds,2.5,15.0,31.25,5.0,b
Arachides salées,Nuts & Seeds,4.0,28.0,52.0,8.0,c
Peanuts Arachides,Nuts & Seeds,3.0,17.0,32.0,4.0,b
Amandes salées,Nuts & Seeds,4.0,22.0,56.0,,b
Pistaches roties salees,Nuts & Seeds,8.0,20.0,44.0,,c
Noix Mélangées Non Salées,Nuts & Seeds,6.0,18.0,52.0,4.0,d
Amandes,Nuts & Seeds,5.0,21.666666666667,55.0,10.0,a
