product_name,primary_category,sugars_100g,proteins_100g,fat_100g,fiber_100g,nutriscore_grade
Nabisco chips ahoy! cookies chunky,Candy & Chocolate,31.25,6.25,25.0,0.0,e
Chewy,Candy & Chocolate,35.4838709677419,3.2258064516129,19.3548387096774,3.2258064516129,e
Real Chocolate Chip Cookies,Candy & Chocolate,33.3333333333333,3.03030303030303,24.2424242424242,2.72727272727273,e
Nabisco oreo cookies golden 1x14.3 oz,Candy & Chocolate,35.29,2.94,20.59,0.0,e
Nabisco oreo cookies birthday cake 1x15.25 oz,Candy & Chocolate,44.83,3.45,24.14,3.4,e
Chocolate sandwich cookies,Candy & Chocolate,50.0,2.78,25.0,2.8,e
Double Stuf Oreo,Candy & Chocolate,44.827586206897,3.448275862069,24.137931034483,0.0,e
Oreo,Candy & Chocolate,41.176470588235,2.9411764705882,20.588235294118,2.9411764705882,e
Nabisco chips ahoy! cookies original 1x18.2 oz,Candy & Chocolate,15.8668409090909,8.47363636363636,18.3236363636364,7.08636363636364,d
Honey Maid - graham squares,Candy & Chocolate,8.0,2.0,3.0,,c
Nabisco chips ahoy! cookies brownie filled 1x9.5 oz,Candy & Chocolate,30.56,5.56,19.44,0.0,e
Banana Bread Breakfast Biscuits,Candy & Chocolate,18.0,6.0,16.0,8.0,c
Belvita Soft Baked Banana Bread,Candy & Chocolate,18.0,6.0,16.0,8.0,c
Soft Baked Oats & Chocolate,Candy & Chocolate,20.0,6.0,16.0,8.0,c
Ritz Crackers,Chips & Savoury Snacks,6.25,6.25,25.0,0.0,e
Fig Newtowns,Candy & Chocolate,42.86,3.57,7.14,3.6,d
fresh stacks crackers,Candy & Chocolate,13.3333333333333,6.66666666666667,16.6666666666667,5.28888888888889,d
RITZ bits Peanut Butter Cracker Sandwiches,Candy & Chocolate,13.33,10.0,26.67,3.3,e
cracker sandwiches,Candy & Chocolate,13.7931034482759,6.89655172413793,31.0344827586207,,e
Peanut butter sandwich cookies,Candy & Chocolate,28.0,8.0,20.0,4.0,e
Nutter Butter Cookies Nutter Butter,Candy & Chocolate,32.0,8.0,20.0,4.0,e
Chocolate sandwich cookies,Candy & Chocolate,33.1818181818182,5.45454545454545,20.4545454545455,1.81818181818182,e
Fig newton,Candy & Chocolate,42.857142857143,3.5714285714286,7.1428571428571,3.5714285714286,e
Peanut Butter Sandwich Cookies,Candy & Chocolate,28.5714285714286,7.14285714285714,19.6428571428571,1.78571428571429,e
S'mores limited edition,Candy & Chocolate,41.38,3.45,24.14,3.4,e
Wheat thins pita chips original 1x8.000 oz,Candy & Chocolate,0.0,10.34,15.52,6.9,c
Chips ahoy! cookies choco chunky 1x10.25 oz,Candy & Chocolate,33.33,6.06,24.24,6.2,e
Crunchy Cranberry Orange Breakfast Biscuits,Candy & Chocolate,24.0,6.0,16.0,4.0,d
Breakfast Biscuits,Candy & Chocolate,24.0,6.0,16.0,4.0,d
Breakfast Biscuits,Candy & Chocolate,24.0,6.0,18.0,6.0,d
Chips Ahoy! Chunky,Candy & Chocolate,33.3333333333333,3.03030303030303,27.2727272727273,3.03030303030303,e
Nabisco newtons convenience pack cookies fig 1x6.5 oz,Candy & Chocolate,41.38,3.45,6.9,3.4,d
Ritz Crackers the original,Candy & Chocolate,6.25,3.125,28.125,0.0,e
Nabisco oreo thins cookies oreo 1x10.1 oz,Candy & Chocolate,41.38,3.45,20.69,3.4,e
Nabisco oreo thins cookies mint 1x10.1 oz,Candy & Chocolate,41.38,3.45,20.69,3.4,e
Nabisco oreo cookies golden 1x10.700 oz,Candy & Chocolate,41.38,3.45,24.14,0.0,e
Chips Ahoy Original,Candy & Chocolate,29.5,4.55,22.7,2.27045454545455,e
Dark Chocolate Creme Breakfast Biscuits,Candy & Chocolate,24.0,6.0,18.0,6.0,d
Blueberry Breakfast Biscuits,Candy & Chocolate,26.0,8.0,16.0,6.0,d
Oreo cookies 1x12.2 oz,Candy & Chocolate,44.83,3.45,24.14,3.4,e
Chips Ahoy! Peanut Butter,Candy & Chocolate,35.0,5.0,17.5,5.0,e
Rice Snacks,Candy & Chocolate,0.0,6.45161290322581,4.83870967741935,0.0,c
sea salt & pepper rice snacks,Candy & Chocolate,0.0,6.89655172413793,6.89655172413793,0.0,c
Chips Ahoy! Original,Candy & Chocolate,31.8181818181818,4.54545454545455,22.7272727272727,1.81818181818182,e
Corn & Rice Snacks,Candy & Chocolate,0.0,2.0,1.5,1.0,c
Teddy Grahams cookies chocolate 1x10 oz,Candy & Chocolate,23.3,6.67,13.3,6.67,unknown
Graham Snacks,Candy & Chocolate,23.3333333333333,6.66666666666667,13.3333333333333,3.33333333333333,d
peanut butter sandwich cookies,Candy & Chocolate,7.435815,8.548106,9.53795,5.74728,b
Red Velvet,Candy & Chocolate,41.9354838709677,3.2258064516129,19.3548387096774,3.2258064516129,e
100% Whole Grain Wheat Fig Fruit Chewy Cookies,Candy & Chocolate,38.7096774193548,3.22580645,4.83870968,6.45161290322581,unknown
Soft & Chewy Strawberry,Candy & Chocolate,41.3793103448276,3.44827586206897,5.17241379310345,3.44827586206897,unknown
Chocolate Sandwich Cookies,Candy & Chocolate,39.7058823529412,4.41176470588235,19.1176470588235,1.47058823529412,e
Nabisco Chips Ahoy! Mini Chewy,Candy & Chocolate,18.9759381975446,3.125,15.625,6.44017857142857,unknown
Chips Ahoy! Thins Double Chocolate,Candy & Chocolate,43.3333333333333,3.33333333333333,20.0,3.33333333333333,e
Oreo cookies peeps 1x10.7 oz,Candy & Chocolate,41.38,3.45,24.14,0.0,e
Ritz crisp & thin crackers cream cheese & onion 1x7.1 oz,Candy & Chocolate,3.33,6.67,15.0,6.7,c
Oreo cookies firework 1x10.7 oz,Candy & Chocolate,44.83,3.45,20.69,0.0,e
Oreo cookies apple pie 1x10.7 oz,Candy & Chocolate,41.38,3.45,24.14,0.0,e
original,Candy & Chocolate,0.0,10.7142857142857,12.5,10.7142857142857,c
Hint Of Salt,Candy & Chocolate,0.0,10.7142857142857,12.5,10.7142857142857,a
rosemary & olive oil crackers,Candy & Chocolate,1.38503958333333,5.67238833333333,22.5530429166667,4.18497708333333,c
Toasted Chips original,Candy & Chocolate,3.44827586206897,6.89655172413793,15.5172413793103,3.44827586206897,d
Toasted Chips sour cream & onion,Candy & Chocolate,10.71,7.14,21.43,0.0,e
Oreo thins cookies coconut 1x10.1 oz,Candy & Chocolate,41.38,3.45,20.69,3.4,e
triscuit crackers,Candy & Chocolate,0.0,10.71,14.29,10.7,c
Fire Roasted Tomato And Olive Oil,Chips & Savoury Snacks,0.0,10.3448275862069,13.7931034482759,10.3448275862069,c
Smoked Gouda,Candy & Chocolate,0.0,10.71,14.29,10.7,c
reduced fat triscuit,Candy & Chocolate,0.0,10.7142857142857,8.92857142857143,14.2857142857143,c
triscuit crackers original,Chips & Savoury Snacks,0.0,10.71429,12.5,10.71429,unknown
cracked pepper and olive oil cracker,Candy & Chocolate,0.0,10.344827586207,13.793103448276,10.344827586207,c
Golden Oreo mini,Candy & Chocolate,34.4827586206897,3.44827586206897,20.6896551724138,0.0,e
Oreo cookies waffles & syrup 1x10.700 oz,Candy & Chocolate,41.38,3.45,24.14,0.0,e
"Oats, honey & chocolate protein soft baked biscuits, oats, honey & chocolate",Candy & Chocolate,20.0,20.0,16.0,6.0,d
BELVITA PROTEIN BISCUITS Oats Honey & Chocolate 1X1.76 OZ,Candy & Chocolate,20.0,20.0,16.0,6.0,d
Original,Candy & Chocolate,0.0,10.71,12.5,10.7,c
Lemon creme sandwich cookies,Candy & Chocolate,41.38,3.45,24.14,0.0,e
Chocolate sandwich cookies - halloween edition,Candy & Chocolate,44.8276,3.4483,24.1379,0.0,e
"Thin bites sandwich cookies, coconut creme",Candy & Chocolate,48.39,3.23,25.81,3.2,e
Real Chocolate Chip Cookies,Candy & Chocolate,30.3030303030303,6.06060606060606,24.2424242424242,3.03030303030303,e
Oreo thins cookies pistachio 1x10.1 oz,Candy & Chocolate,41.38,3.45,20.69,3.4,e
Oreo cookies chocolate hazelnut 1x10.7 oz,Candy & Chocolate,37.93,3.45,24.14,0.0,e
Oreo cookies mystery 1x15.25 oz,Candy & Chocolate,44.83,3.45,24.14,0.0,e
"avocado, cilantro & lime crackers",Candy & Chocolate,3.57142857142857,10.7142857142857,14.2857142857143,10.7142857142857,c
Chocolate Peanut Butter Pie Oreos,Candy & Chocolate,37.93,3.45,20.69,3.4,e
Blueberry,Candy & Chocolate,25.0,7.14285714285714,14.2857142857143,7.14285714285714,d
Chocolate Snack Packs,Candy & Chocolate,25.0,7.14285714285714,16.0714285714286,7.14285714285714,d
Cinnamon Brown Sugar belVita Snack Packs,Candy & Chocolate,6.0,2.0,4.0,2.0,b
"Classic crunch oatmeal cookies, classic crunch",Candy & Chocolate,27.78,5.56,19.44,2.8,e
Organic Original - Crackers,Candy & Chocolate,0.0,10.7142857142857,12.5,10.7142857142857,c
Oreo cookies rocky road trip 1x10.7 oz,Candy & Chocolate,44.83,3.45,20.69,2.505615234375,e
"Limited edition peppermint bark chocolate sandwich cookies, peppermint bark",Candy & Chocolate,44.83,3.45,20.69,0.0,e
Oreo cookies cherry cola 1x10.7 oz,Candy & Chocolate,44.83,3.45,20.69,,e
Chips Ahoy! Real Chocolate Chip Cookies,Candy & Chocolate,33.33,3.03,24.24,3.0,e
Blueberry breakfast biscuits,Candy & Chocolate,26.0,8.0,16.0,6.0,d
Belvita breakfast cinnamon brown sugar,Candy & Chocolate,10.0,4.0,8.0,2.0,c
"Basil & garlic woven with quinoa seeds crackers, basil & garlic",Candy & Chocolate,3.57,10.71,14.29,10.7,c
"Carrot cake flavored cookie with cream cheese sandwich cookies, carrot cake",Candy & Chocolate,44.83,3.45,20.69,0.0,e
Cinnamon brown sugar breakfast biscuits,Candy & Chocolate,20.0,6.0,16.0,,d
Mega Stuf,Candy & Chocolate,57.6463557291667,2.523125,17.9196770833333,1.980859375,e
"Maple creme sandwich cookies, maple creme",Candy & Chocolate,41.38,3.45,20.69,0.0,e
Oreo,Candy & Chocolate,41.1764705882353,2.94117647058824,20.5882352941176,2.94117647058824,e
Double stuff,Candy & Chocolate,44.8275862068966,3.44827586206897,24.1379310344828,0.0,e
Chocolate Sandwich Cookies,Candy & Chocolate,41.3793103448276,3.44827586206897,20.6896551724138,3.44827586206897,e
Oreo,Candy & Chocolate,41.1764705882353,2.94117647058824,20.5882352941176,2.94117647058824,e
Golden Double Stuf Oreo,Candy & Chocolate,41.3793103448276,3.44827586206897,24.1379310344828,0.0,e
Double Stuf Oreo,Candy & Chocolate,44.8275862068966,3.44827586206897,24.1379310344828,0.0,e
Birthday Cake Flavor Creme Oreo Chocolate Sandwich Cookies,Candy & Chocolate,44.8275862068966,0.0,24.1379310344828,0.0,e
Chocolate Sandwich Cookies,Candy & Chocolate,41.1764705882353,2.94117647058824,20.5882352941176,1.47058823529412,e
Chocolate Sandwich Cookies,Candy & Chocolate,44.8275862068966,0.0,24.1379310344828,0.0,e
Sandwhich cinnamon brown sugar & vanilla creme,Candy & Chocolate,26.0,4.0,18.0,6.0,d
Nutter Butter Double Nutty,Candy & Chocolate,30.5555555555556,8.33333333333333,22.2222222222222,2.77777777777778,e
garden veggie rice snacks,Chips & Savoury Snacks,1.66666666666667,6.66666666666667,8.33333333333333,3.33333333333333,unknown
Thins lemon,Candy & Chocolate,37.9310344827586,3.44827586206897,20.6896551724138,5.59655,e
Gluten Free,Candy & Chocolate,41.1764705882353,2.94117647058824,13.2352941176471,2.94117647058824,e
Java Chip Flavor Creme Oreo,Candy & Chocolate,44.8275862068966,3.44827586206897,20.6896551724138,0.0,e
Oreo Chocolate Hazelnut,Candy & Chocolate,44.8275862068966,3.44827586206897,20.6896551724138,3.44827586206897,e
Wheat Thins Reduced Fat,Chips & Savoury Snacks,13.7931034482759,6.89655172413793,12.0689655172414,10.3448275862069,unknown
Wheat Thins original,Chips & Savoury Snacks,16.1290322580645,6.45161290322581,16.1290322580645,9.67741935483871,unknown
Wheat Thins original,Chips & Savoury Snacks,16.1290322580645,6.45161290322581,16.1290322580645,9.67741935483871,d
Wheat Thins sundried tomato & basil,Chips & Savoury Snacks,13.3333333333333,6.66666666666667,16.6666666666667,6.66666666666667,c
Wheat Thins reduced fat,Chips & Savoury Snacks,4.0,2.0,3.5,3.0,c
Ritz Crackers,Chips & Savoury Snacks,6.25,6.25,28.125,,e
Wheat Thins original,Chips & Savoury Snacks,16.129032258065,6.4516129032258,16.129032258065,,d
Cakesters,Candy & Chocolate,36.0888719616169,3.49247148015648,22.118986040991,2.32831432010432,unknown
Cakesters Soft-Baked,Candy & Chocolate,36.8421052631579,3.50877192982456,22.8070175438597,1.75438596491228,e
rosemary & olive oil natural flavor crackers,Chips & Savoury Snacks,3.5714285714286,10.714285714286,14.285714285714,10.714285714286,c
thin crisps zesty jalapeño,Chips & Savoury Snacks,1.66666666666667,10.0,15.0,10.0,unknown
Chocolate Sandwich Cookies,Candy & Chocolate,53.4563812255859,3.01343994140625,8.62911987304688,1.38262939453125,e
Chocolate Sandwich Cookies,Candy & Chocolate,53.3509124755859,2.09527587890625,25.8996276855469,0.94903564453125,e
Oreo,Candy & Chocolate,41.1764705882353,2.94117647058824,20.5882352941176,2.94117647058824,e
thin crisps sour cream & onion,Chips & Savoury Snacks,3.33333333333333,10.0,15.0,10.0,c
ENERGY SNACK BITES,Candy & Chocolate,25.0,6.25,14.0625,9.375,c
Nilla Wafers,Candy & Chocolate,36.6666666666667,3.33333333333333,20.0,0.0,e
Oreo Thins Tiramisu Flavor Creme Chocolate Sandwich Cookies,Candy & Chocolate,11.0,1.0,6.0,1.0,c
Breakfast Biscuit (Cinnamon Oat),Candy & Chocolate,18.04,6.01,16.03,8.02,unknown
Golden Oreo Cakesters,Baked Goods & Biscuits,56.6734665527344,2.51154964192708,12.5294217936198,1.70489990234375,e
Fresh Stacks Grahams Chocolate,Candy & Chocolate,27.5862068965517,6.89655172413793,10.3448275862069,5.17241379310345,d
Cheese Bakes Aged White Cheddar & Rosemary,Chips & Savoury Snacks,3.2258064516129,16.1290322580645,29.0322580645161,3.2258064516129,e
Cheese Bakes Parmesan & Oregano Crackers,Chips & Savoury Snacks,3.2258064516129,19.3548387096774,25.8064516129032,3.2258064516129,e
Oreo Loaded,Candy & Chocolate,54.633580078125,3.35533333333333,14.1436002604167,2.12005208333333,e
Ritz Crackers Hot Honey,Chips & Savoury Snacks,6.25,0.0,25.0,0.0,e
OREO Zero Sugar Chocolate Sandwich Cookies,Candy & Chocolate,0.0,4.42477876106195,19.9115044247788,8.85,c
CHEESE BAKES PARMESAN & OREGANO,Chips & Savoury Snacks,3.33333333333333,20.0,26.6666666666667,3.33333333333333,e
Peanut Butter Sandwich Cookies,Baked Goods & Biscuits,30.0,6.66666666666667,20.0,3.33333333333333,e
Reese's Chocolate Sandwich,Candy & Chocolate,37.9310344827586,6.89655172413793,20.6896551724138,3.44827586206897,e
Stuf of doom,Candy & Chocolate,41.3793103448276,3.44827586206897,20.6896551724138,3.44827586206897,e
Baked Bites,Chips & Savoury Snacks,30.7692307692308,5.12820512820513,20.5128205128205,7.69230769230769,e
Lemon Poppy Seed BelVita Energy Snack Bites,Candy & Chocolate,6.25,6.25,14.0625,6.25,c
Baked Bites,Candy & Chocolate,30.7692307692308,5.12820512820513,20.5128205128205,2.56410256410256,e
Peanut cracker,Candy & Chocolate,12.8205128205128,10.2564102564103,25.6410256410256,2.56410256410256,e
jelly beans,Candy & Chocolate,51.7,0.5,0.5,0.5,e
Ice Breakers Ice Cubes Gum,Candy & Chocolate,0.0,0.0,0.0,,c
Cream crackers,Chips & Savoury Snacks,11.0,9.8,13.2,3.4,d
Sea Salt and Black Pepper Crackers,Chips & Savoury Snacks,3.6,9.2,20.4,2.4,d
Rosemary Crackers,Chips & Savoury Snacks,4.4,9.3,17.4,2.9,d
Jelly beans,Candy & Chocolate,51.7,0.5,0.5,0.5,e
MILK CHOCOLATE RAISINS by Sainsbury's DEA 25 SUCAR,Candy & Chocolate,61.8,4.1,14.4,2.3,e
Crunchy Peanut Butter,Nuts & Seeds,6.66666666666667,26.6666666666667,46.6666666666667,23.3333333333333,a
Organic Almond Butter - Roasted - Crunchy - Unsweetened & Salt Free,Nuts & Seeds,3.33,23.33,53.33,10.0,a
Organic Tahini - Unsweetened & Salt Free,Spreads & Dips,0.0,13.953488372093,39.53488372093,9.3023255813953,a
8 Mini-beignets caramel,Candy & Chocolate,22.0,7.0,19.0,,e
Smooth & creamy low fat frozen yogurt,Ice Cream & Frozen,24.62,4.62,4.62,1.5,c
Low fat frozen yogurt,Ice Cream & Frozen,24.62,6.15,3.08,1.5,d
Low fat frozen yogurt,Ice Cream & Frozen,24.62,4.62,2.31,0.4,d
Zesty Lemon Hommus,Spreads & Dips,3.57142857142857,3.57142857142857,10.7142857142857,3.57142857142857,c
Lebanese Za’atar & tahini,Spreads & Dips,0.0,10.7142857142857,21.4285714285714,3.57142857142857,b
Cucumber Garlic Dill Tzatziki,Spreads & Dips,7.14285714285714,7.14285714285714,5.35714285714286,0.0,c
Garlic Hommus with Toppings,Spreads & Dips,3.5714285714286,7.1428571428571,17.857142857143,3.5714285714286,c
Organic Roasted Red Pepper Hummus with Toppings,Spreads & Dips,0.0,25.5102040816327,63.7755102040818,0.0,e
Garlic Hommus,Spreads & Dips,2.3529411764706,7.0588235294118,10.588235294118,3.0,c
Parmesan &chillu biscuits,Candy & Chocolate,1.0,13.1,32.9,4.2,unknown
Cacahuètes grillées à sec,Nuts & Seeds,5.4,27.0,48.0,9.4,c
Super seeded oatcakes,Chips & Savoury Snacks,0.9,12.0,21.0,11.0,d
"Mixed nuts, fruit & seeds",Fruit Snacks,25.7,15.6,33.3,6.6,d
mars,Ice Cream & Frozen,15.0,1.8,7.7,0.0,c
Mini Muffin,Candy & Chocolate,33.3333333333333,4.16666666666667,18.75,0.0,d
Lemon Poppy,Candy & Chocolate,36.36,1.82,20.0,3.64,e
Vanilla Cupcakes,Candy & Chocolate,43.3333333333333,0.0,26.6666666666667,0.0,e
Sainsburys milk chocolate digestives,Candy & Chocolate,26.2,6.8,22.3,2.0,e
Trempette 6 étages aux haricots noirs,Spreads & Dips,3.33,3.33,8.33,,c
Black Bean five Layer Dip,Spreads & Dips,3.33333333333333,3.33333333333333,6.66666666666667,3.33333333333333,c
Cajun Crab Flavoured Dip,Spreads & Dips,3.33333333333333,6.66666666666667,20.0,0.0,d
The cheesecake factory at home vanilla fudge,Candy & Chocolate,21.15,3.21,8.33,0.0,d
Dark chocolate Digestives,Candy & Chocolate,21.25,5.625,20.625,3.125,e
Shorties,Candy & Chocolate,18.5,6.6,21.3,1.5,e
Ginger snaps,Candy & Chocolate,25.5,5.7,13.4,2.1,e
Rasberry ripple soft scoop,Ice Cream & Frozen,18.6,2.8,5.4,0.5,d
2 tiramisu dessertd,Candy & Chocolate,21.0,4.3,9.3,0.9,d
All butter shortbread petticoat tails,Candy & Chocolate,16.2,6.0,27.8,2.3,e
Strawberry flavour jelly,Spreads & Dips,11.0,1.2,0.5,,c
"Apple, Cranberry & Raspberry Granola",Cereals & Granola,15.4,9.3,19.3,8.8,c
Neapolitan soft scoop,Ice Cream & Frozen,16.0,3.2,6.9,0.6,d
Bombay mix,Fruit Snacks,4.0,17.7,25.33333,6.4,b
Roasted peanuts with a crispy sweet chilli flavour potato and maize coating,Nuts & Seeds,6.2,14.6,38.2,4.8,c
Mochis glacés saveur chocolat,Ice Cream & Frozen,27.0,2.7,3.1,0.9,c
Crunchy Nut Peanut Butter,Nuts & Seeds,14.7,25.0,43.0,7.2,c
Fusions Watermelon flavour Papaya,Fruit Snacks,64.9,1.5,1.9,5.4,d
Gullon sándwich zero azúcar añadido,Candy & Chocolate,5.3,1.0,17.0,5.3,c
Cocoa Truffles,Candy & Chocolate,40.0,3.33333333333333,43.3333333333333,3.33333333333333,e
6 Dark Choc Ices,Ice Cream & Frozen,20.9,3.6,19.3,1.5,unknown
6 Choc Milk Ices,Ice Cream & Frozen,17.3,3.2,18.5,0.5,d
Mermelada de guayaba,Spreads & Dips,72.0,0.04,0.0,1.0,unknown
Chocolate Stars,Cereals & Granola,24.0,6.6,4.5,3.5,d
Popping Corn,Chips & Savoury Snacks,0.5,9.4,14.3,26.3,a
Digestives,Candy & Chocolate,15.8,7.3,20.7,3.5,e
Mama Zuma's Revenge Potato Chips,Chips & Savoury Snacks,3.57,7.14,28.57,3.6,d
Roots & Wings Strawberry Jam - Organic,Spreads & Dips,65.0,0.5,0.1,1.7,d
Organic Raspberry Jam,Spreads & Dips,65.0,0.69,0.4,2.2,d
Roots & Wings Organic Orange Marmalade - 340g,Spreads & Dips,65.1,0.29,0.49,0.89,d
Organic Beautifully Smooth Lemon Curd,Spreads & Dips,46.3,3.8,19.2,1.7,e
Organic Apricot Jam,Spreads & Dips,65.0,0.5,0.10000000149012,,unknown
All Butter Honey & Oat Biscuits,Candy & Chocolate,27.0,6.3,25.0,,e
Cookie,Candy & Chocolate,39.0,5.1,28.0,,e
Madeleines moelleuses,Candy & Chocolate,31.0,5.3,23.0,1.3,e
Czekolada 99% Dark Absolute,Candy & Chocolate,0.4,14.0,49.0,5.53125,d
dark chocolate covered mini pretzel,Candy & Chocolate,32.14,7.14,25.0,7.14,e
Tatse the difference white chocolate with Madagascan vanilla,Candy & Chocolate,47.9,7.1,42.0,,e
Vegan classic chocolate,Candy & Chocolate,37.9,5.1,31.2,6.3,e
Pain d'épices au sucre perle,Candy & Chocolate,42.0,3.0,0.9,,d
New York Vanilla Cheesecake,Candy & Chocolate,20.1,4.7,19.0,0.8,e
Mini cinnamon buns,Cereals & Granola,21.1,9.2,2.3,5.9,c
Oaty Rounds,Candy & Chocolate,26.3652708333333,9.18253276515152,12.8924034090909,5.92700757575758,d
cheddar cheese crispies,Chips & Savoury Snacks,1.043,10.636,15.95,4.08,e
Peanut Butter,Nuts & Seeds,9.375,25.0,50.0,6.25,c
Peanut butter,Nuts & Seeds,9.375,25.0,50.0,6.25,c
PEANUT BUTTER,Nuts & Seeds,9.4,25.0,50.0,6.2,c
Crunchy Peanut Butter,Nuts & Seeds,9.09090909090909,24.2424242424242,51.5151515151515,6.06060606060606,c
Honey Roast Creamy Peanut & Honey Spread,Nuts & Seeds,23.5294117647059,20.5882352941176,41.1764705882353,5.88235294117647,d
Peanut Butter Spread,Nuts & Seeds,9.09,24.24,51.52,6.1,c
Natural,Nuts & Seeds,8.0,20.0,48.57,5.71,c
Crunchy Peanut Butter,Nuts & Seeds,15.1515151515152,24.2424242424242,51.5151515151515,6.06060606060606,c
Honey Roast Creamy Peanut & Honey Spread,Nuts & Seeds,20.5911764705882,20.5882352941176,47.0588235294118,5.87941176470588,d
Peanut Butter,Nuts & Seeds,9.375,25.0,50.0,6.25,c
Honey Roast Creamy Peanut & Honey Spread,Nuts & Seeds,23.5294117647059,20.5882352941176,44.1176470588235,5.88235294117647,d
Lemon shortbread,Candy & Chocolate,20.4,5.5,28.7,2.0,e
Dark chocolate Salted pecan brownie,Candy & Chocolate,40.5,7.7,28.3,8.6,e
Belgian milk chocolate,Candy & Chocolate,53.0,6.6,28.4,2.0,e
Garlic Crackers,Chips & Savoury Snacks,2.9,9.7,21.9,2.6,d
Millionaires cones,Ice Cream & Frozen,15.2,3.1,7.2,11.0,c
Raspberry Trifle ice cream,Ice Cream & Frozen,18.4,2.6,7.1,0.5,d
Iced Coffee Ice Cream,Ice Cream & Frozen,19.6,3.7,12.5,0.5,d
Honey Bear Biscuits,Candy & Chocolate,18.0,7.2,22.8,5.7,d
Taste the difference loaded millionaires cake,Candy & Chocolate,21.3,22.0,21.3,0.5,e
Lemon cake,Candy & Chocolate,39.7,3.7,16.0,0.5,e
Cappuccino Sponge Roll,Candy & Chocolate,39.0,3.8,15.6,1.5,e
Raspberry Sponge roll,Candy & Chocolate,39.5505617977528,3.14606741573034,8.98876404494382,1.12359550561798,e
Veleño Rojo,Candy & Chocolate,72.5,2.5,0.0,10.0,d
Confiture de fraises,Spreads & Dips,40.0,0.300000011920929,0.100000001490116,1.10000002384186,unknown
Sweet chili dipping sauce,Spreads & Dips,52.8,0.9,0.7,0.6,e
Flacons d’avoine,Cereals & Granola,0.800000011920929,13.0,6.69999980926514,9.69999980926514,unknown
Chocolate y fresa,Candy & Chocolate,55.56,2.22,26.67,0.0,e
seedless,Spreads & Dips,48.1,0.5,0.5,0.7,unknown
Blueberry conserve,Spreads & Dips,55.0,0.5,0.5,0.8,d
Double Chocolate Brownie Mini Bites,Candy & Chocolate,45.3,5.3,22.1,2.1,e
Raspberry Jam Swiss Roll,Candy & Chocolate,40.2,3.4,1.9,0.0,d
Croustillant nature,Cereals & Granola,16.0,8.9,13.0,8.1,b
Plant pioner,Ice Cream & Frozen,26.0,0.8,13.3,2.8,e
Dark chocolate icecream,Ice Cream & Frozen,27.4,3.1,23.0,2.8,e
Peanut Butter Creamy,Nuts & Seeds,8.0,27.0,50.0,,d
Taco Shells,Candy & Chocolate,0.0,7.40740740740741,22.2222222222222,7.40740740740741,d
Thick & chunky salsa mild,Spreads & Dips,5.2,1.3,0.5,2.4,b
Thick 'n' Chunky Salsa,Spreads & Dips,4.2,1.3,0.5,1.5,b
Salsa Dip Mild,Spreads & Dips,4.1,1.5,0.5,2.8,b
Salsa Dipp Scharf,Spreads & Dips,4.1,1.5,0.5,2.8,b
Bold Nacho Cheese Flavored Taco Shells,Candy & Chocolate,3.2258064516129,6.45161290322581,25.8064516129032,3.2258064516129,e
Melange aux epices pour guacamole,Spreads & Dips,24.0,8.9,3.4,4.3,not-applicable
Taco Shells,Candy & Chocolate,0.0,6.25,21.875,6.25,e
Crunchy Taco Shells,Candy & Chocolate,0.0,6.25,21.875,6.25,e
guacamole,Spreads & Dips,22.9,7.4,2.9,10.3,not-applicable
Sriracha style rippled houmous,Spreads & Dips,1.2,7.5,25.0,4.9,c
Bonbon caramel,Candy & Chocolate,48.0,2.0,10.7,,e
Magnificat,Candy & Chocolate,58.0,0.9,6.9,0.01,e
Menthise,Candy & Chocolate,82.0,0.0,0.0,,e
Milk chocolate orange golden caramels,Candy & Chocolate,47.5,4.9,26.9,,e
Natural Cheese String Cheese,Chips & Savoury Snacks,0.0,25.0,21.4285714285714,0.0,d
Caramel Apple Granola Breakfast,Cereals & Granola,26.428571428571,11.428571428571,24.285714285714,6.4285714285714,e
crunchy peanut butter,Nuts & Seeds,5.5,27.8,48.8,7.4,a
100% Nuts Smooth Peanut Butter,Nuts & Seeds,5.4,27.3,50.5,6.6,a
Extremely chocolatey soonge roll,Candy & Chocolate,43.25,4.75,21.0,1.75,e
Chocolate brownie,Candy & Chocolate,5.32,5.54,3.4,1.06,b
Chiocolate cookies,Candy & Chocolate,26.0,5.4,25.0,,unknown
Cookies Chocolat Noisettes,Candy & Chocolate,29.5,6.0,30.9,,e
Brownie Cookies,Candy & Chocolate,36.0,5.5,27.5,3.5,e
Toffee cheesecake,Candy & Chocolate,21.0,4.1,22.6,0.5,e
Chocolate cookies,Candy & Chocolate,36.0,5.4,25.0,,e
Chocolate Cookies,Candy & Chocolate,37.8,5.5,27.6,,e
Chocolate Cookies,Candy & Chocolate,38.0,5.5,28.0,3.8,e
Rainbow Cookies 2yrs,Candy & Chocolate,42.0,4.8,25.0,3.0,e
Mozart-Kugeln,Candy & Chocolate,49.8,7.8,27.7,4.2,e
Sweet chilli houmous and black pepper breadsticks,Spreads & Dips,4.7,0.67,15.1,4.8,c
soft eating apricot,Fruit Snacks,4.0,0.6,0.7,0.0,unknown
l'indirizzo fondente,Candy & Chocolate,40.0,7.6,37.0,,e
Mini animal bicuits,Candy & Chocolate,27.2,8.5,11.5,1.9,e
Ready Salted Potato Sticks,Chips & Savoury Snacks,0.5,5.5,27.3,3.8,d
